short_name,long_name,overall,potential,value,positions,position,nationality,age,height,weight,club,wage,release,club_position,end,jersey number,start,foot,national_position,national_number
J. Maja,Josh Maja,71,77,3000000,ST,ST,Nigeria,23,181,76,FC Girondins de Bordeaux,6000,6000000,ST,2023,11,2019,Right,-,-
Josué Sá,Josué Humberto Gonçalves Leal Sá,71,71,1500000,CB,CB,Portugal,30,187,78,Rio Ave FC,6000,3200000,CB,2024,23,2022,Right,-,-
F. Falco,Filippo Falco,71,71,1800000,"CF,CAM,RW",CAM,Italy,30,171,70,Cagliari,4000,2900000,SUB,2026,25,2021,Left,-,-
C. Nyman,Christoffer Nyman,71,71,1900000,ST,ST,Sweden,29,185,82,IFK Norrköping,6000,2400000,ST,2022,5,2019,Right,-,-
Henrique Araújo,Henrique Pereira Araújo,71,85,4500000,ST,ST,Portugal,20,182,72,SL Benfica,7000,11800000,RES,2027,39,2020,Right,-,-
J. Infante,Juan Infante,71,73,2100000,"LB,LWB",LB,Argentina,26,177,76,Platense,9000,3300000,SUB,2023,3,2014,Left,-,-
L. Agoumé,Lucien Agoumé,71,82,3900000,"CDM,CM",CM,France,20,188,72,ESTAC Troyes,22000,0,SUB,2023,8,2019,Right,-,-
R. Brady,Robbie Brady,71,71,1800000,"RM,LM,LWB",RM,Republic of Ireland,30,176,69,Preston North End,22000,3400000,LWB,2023,11,2022,Left,-,-
E. Owusu,Elisha Owusu,71,75,2400000,"CDM,CM",CDM,Ghana,24,182,72,KAA Gent,11000,3800000,CM,2023,6,2019,Right,-,-
M. Helik,Michał Helik,71,72,1900000,CB,CB,Poland,26,191,80,Huddersfield Town,12000,3700000,CB,2025,39,2022,Right,SUB,3
Kim Young Gwon,Young Gwon Kim,71,71,1200000,CB,CB,Korea Republic,32,186,74,Ulsan Hyundai FC,7000,1600000,CB,2026,19,2021,Left,-,-
Gabriel Silva,Gabriel Moisés Antunes da Silva,71,71,1400000,"LB,LWB",LB,Brazil,31,179,75,AS Saint-Étienne,6000,2500000,SUB,2023,11,2017,Left,-,-
L. Krejčí,Ladislav Krejčí,71,71,1800000,"LM,LB",LM,Czech Republic,29,179,70,AC Sparta Praha,750,4000000,RES,2023,23,2020,Left,-,-
G. Zardes,Gyasi Zardes,71,71,1800000,ST,ST,United States,30,188,80,Colorado Rapids,6000,2600000,ST,2022,29,2022,Right,-,-
M. Zimmermann,Matthias Zimmermann,71,71,1600000,RB,RB,Germany,30,177,76,Fortuna Düsseldorf,14000,2600000,RB,2024,25,2018,Right,-,-
Claudemir,Claudemir Domingues de Souza,71,71,650000,"CDM,CM",CDM,Brazil,34,185,72,FC Vizela,4000,1400000,SUB,2023,6,2021,Right,-,-
S. Shashoua,Samuel Shashoua,71,80,4200000,"ST,CAM,RM",CAM,England,23,170,65,CD Tenerife,7000,7600000,RM,2023,10,2019,Right,-,-
D. Baselli,Daniele Baselli,71,71,1800000,CM,CAM,Italy,30,182,75,Como,3000,2900000,SUB,2024,10,2022,Right,-,-
F. Lucioni,Fabio Lucioni,71,71,600000,CB,CB,Italy,34,185,80,Frosinone,10000,0,CB,2023,5,2018,Right,-,-
Y. Guzmán,Yeison Guzmán,71,78,3800000,"CAM,RM",CAM,Colombia,24,169,65,Atlético Nacional,3000,6100000,SUB,2024,17,2021,Right,-,-
Z. Tripić,Zlatko Tripić,71,71,1800000,LW,LW,Norway,29,182,74,Viking FK,4000,2300000,LW,2025,10,2021,Right,-,-
M. Tramoni,Mattéo Tramoni,71,79,4200000,"LM,LW",RM,France,22,175,72,Pisa,3000,7600000,SUB,2026,27,2022,Right,-,-
M. Nadé,Mickaël Nadé,71,79,3900000,CB,CB,France,23,188,80,AS Saint-Étienne,5000,7800000,SUB,2024,3,2016,Right,-,-
E. Torregrossa,Ernesto Torregrossa,71,71,1800000,ST,ST,Italy,30,184,87,Pisa,14000,0,ST,2023,10,2021,Left,-,-
N. Gyömbér,Norbert Gyömbér,71,71,1600000,CB,CB,Slovakia,29,189,74,US Salernitana 1919,16000,2900000,CB,2023,23,2020,Right,-,-
E. Palmer-Brown,Erik Palmer-Brown,71,77,2600000,CB,CB,United States,25,187,88,ESTAC Troyes,11000,5700000,CB,2024,4,2022,Right,-,-
Miguelón,Miguel Juan Llambrich,71,74,2300000,RB,RB,Spain,26,170,67,Real Oviedo,11000,0,SUB,2023,2,2021,Right,-,-
R. Giles,Ryan Giles,71,78,3600000,"LWB,LW",LWB,England,22,183,72,Middlesbrough,33000,0,LWB,2023,3,2018,Left,-,-
A. Marchesano,Antonio Marchesano,71,71,1600000,CAM,CAM,Switzerland,31,168,62,FC Zürich,12000,2400000,CAM,2024,10,2015,Right,-,-
Dani Gómez,Daniel Gómez Alcón,71,76,2900000,ST,ST,Spain,23,178,69,RCD Espanyol de Barcelona,8000,0,SUB,2023,19,2020,Right,-,-
S. Wharton,Scott Wharton,71,76,2600000,CB,CB,England,24,182,78,Blackburn Rovers,21000,5100000,RES,2024,16,2015,Left,-,-
A. Pelmard,Andy Pelmard,71,79,3900000,"CB,LB",CB,France,22,180,68,FC Basel 1893,10000,6600000,SUB,2025,21,2022,Right,-,-
A. Smithies,Alex Smithies,71,71,925000,GK,GK,England,32,189,88,Leicester City,31000,1800000,RES,2024,12,2022,Right,-,-
A. Epureanu,Alexandru Epureanu,71,71,500000,CB,CB,Moldova,35,189,80,İstanbul Başakşehir FK,14000,1000000,SUB,2023,6,2014,Left,-,-
J. Gorter,Jay Gorter,71,82,3600000,GK,GK,Netherlands,22,190,81,Ajax,6000,5800000,SUB,2025,16,2021,Right,-,-
Maurício,Maurício de Carvalho António,71,71,1500000,CB,CB,Brazil,30,183,78,Al Batin,10000,2500000,CB,2023,4,2021,Right,-,-
Mailson,Mailson Tenório dos Santos,71,75,2000000,GK,GK,Brazil,25,200,75,Al Taawoun,11000,3500000,GK,2025,1,2022,Right,-,-
B. Salamon,Bartosz Salamon,71,71,1300000,CB,CB,Poland,31,194,84,Lech Poznań,7000,1800000,RES,2024,18,2021,Right,-,-
C. Cándido,Camilo Cándido,71,72,2000000,"LB,LW,LM",LB,Uruguay,27,174,67,Club Nacional de Football,550,4600000,LB,2023,6,2021,Left,-,-
G. Esparza,Gabriel Esparza,71,71,1800000,LM,LM,Argentina,29,164,65,Club The Strongest,950,3900000,LM,2022,34,2022,Left,-,-
U. Matić,Uroš Matić,71,71,1500000,"CM,CDM",CM,Serbia,32,184,78,Abha Club,9000,2500000,CDM,2023,8,2021,Left,-,-
A. Rodríguez,Angelo Rodríguez,71,71,1200000,ST,ST,Colombia,33,180,82,Deportivo Cali,3000,1700000,ST,2023,9,2021,Right,-,-
D. Man,Dennis Man,71,77,3000000,"RM,LM,RW",ST,Romania,23,183,82,Parma,3000,5400000,RM,2025,98,2021,Left,RW,16
K. Möhwald,Kevin Möhwald,71,71,1900000,"CM,CAM",CM,Germany,28,182,75,1. FC Union Berlin,19000,3400000,RES,2024,30,2021,Right,-,-
J. González,Jonathan González,71,77,2900000,"CM,CDM",CM,Mexico,23,173,68,Minnesota United FC,5000,4900000,SUB,2023,6,2017,Right,-,-
F. Sambueza,Fabián Sambueza,71,71,1200000,"RM,CAM",RM,Argentina,33,169,64,Junior FC,3000,1700000,RM,2022,32,2021,Right,-,-
N. Kühn,Nicolas Kühn,71,77,3000000,"RM,ST,CAM",LM,Germany,22,176,69,SK Rapid Wien,16000,5000000,RM,2026,7,2022,Left,-,-
K. Piątkowski,Kamil Piątkowski,71,79,3900000,CB,CB,Poland,22,191,83,FC Red Bull Salzburg,13000,6600000,SUB,2026,4,2021,Right,-,-
M. Viti,Mattia Viti,71,83,4200000,CB,CB,Italy,20,190,82,OGC Nice,16000,8800000,SUB,2025,42,2022,Left,-,-
K. Djidji,Koffi Djidji,71,72,1700000,CB,CB,Côte d'Ivoire,29,184,71,Torino F.C.,24000,3200000,CB,2023,26,2019,Right,-,-
Iván Villar,Iván Villar Martínez,71,77,2400000,GK,GK,Spain,24,189,76,RC Celta de Vigo,9000,5500000,SUB,2023,13,2014,Right,-,-
V. Babacan,Volkan Babacan,71,71,600000,GK,GK,Turkey,33,192,86,İstanbul Başakşehir FK,16000,1200000,GK,2024,1,2014,Right,-,-
A. Milošević,Alexander Milošević,71,71,1500000,CB,CB,Sweden,30,191,82,AIK,6000,1900000,CB,2024,5,2021,Right,-,-
A. Trebel,Adrien Trebel,71,71,1500000,"CM,CDM",CM,France,31,174,72,RSC Anderlecht,14000,2300000,CM,2023,25,2017,Left,-,-
M. Coco,Marcus Coco,71,72,2200000,"RM,RW,RWB",RM,France,26,184,78,FC Nantes,16000,4600000,SUB,2023,11,2019,Right,-,-
S. Arfield,Scott Arfield,71,71,1200000,"CM,CAM",CM,Canada,33,179,80,Rangers FC,31000,2200000,SUB,2023,37,2018,Right,-,-
G. Bruno,Gianni Bruno,71,71,1800000,"ST,RW",ST,Belgium,30,180,73,Sint-Truidense VV,16000,0,SUB,2023,91,2021,Right,-,-
M. Bruno,Massimo Bruno,71,71,1900000,"CAM,LM,RM",CAM,Belgium,28,178,75,KV Kortrijk,11000,2900000,SUB,2025,70,2022,Right,-,-
Y. Touzghar,Yoann Touzghar,71,71,800000,ST,ST,Tunisia,35,179,75,AC Ajaccio,10000,1600000,SUB,2024,9,2022,Right,-,-
Gus Outomouro,Gustavo Rafael Outomouro Tófoli,71,71,2100000,"ST,LM",CF,Brazil,26,175,73,Internacional,18000,4000000,SUB,2025,26,2022,Right,-,-
A. Tagnaouti,Ahmed Reda Tagnaouti,71,75,0,GK,GK,Morocco,26,192,85,Free agent,0,0,-,-,-,2017,Right,SUB,22
N. Williams,Neco Williams,71,82,4000000,"RB,RWB",RWB,Wales,21,183,72,Nottingham Forest,23000,8400000,RWB,2026,7,2022,Right,LWB,3
J. Faussurier,Julien Faussurier,71,71,575000,"RB,RM",CM,France,35,173,70,FC Sochaux-Montbéliard,4000,1000000,RB,2023,28,2022,Right,-,-
I. Nestorovski,Ilja Nestorovski,71,71,1500000,ST,ST,North Macedonia,32,182,75,Udinese Calcio,12000,2600000,SUB,2023,30,2019,Left,-,-
Pedro Mendes,Pedro Manuel Mineiro Mendes,71,78,3800000,ST,ST,Portugal,22,187,84,Ascoli,4000,6800000,SUB,2025,90,2022,Right,-,-
D. Polenta,Diego Polenta,71,71,1500000,"CB,LB",CB,Uruguay,30,185,87,Unión de Santa Fe,9000,2300000,CB,2022,23,2022,Left,-,-
K. Miller,Kamal Miller,71,75,2300000,"CB,LB",CB,Canada,25,183,88,Club de Foot Montréal,5000,3600000,CB,2023,3,2021,Left,CB,4
A. Sørensen,Asger Sørensen,71,72,1900000,CB,CB,Denmark,26,191,88,AC Sparta Praha,650,4300000,CB,2027,25,2022,Right,-,-
C. Fuentes,César Fuentes,71,71,1600000,"CDM,CM",CDM,Chile,29,170,74,Colo-Colo,5000,2200000,SUB,2022,6,2020,Right,-,-
D. Jurásek,David Jurásek,71,77,2800000,"LB,LM",LM,Czech Republic,21,183,76,SK Slavia Praha,550,6700000,SUB,2026,33,2022,Left,-,-
C. Christie,Cyrus Christie,71,71,1600000,"RB,RWB,RM",RB,Republic of Ireland,29,188,82,Hull City,12000,3000000,SUB,2024,33,2022,Right,-,-
D. Palacios,Diego Palacios,71,79,4000000,LB,LWB,Ecuador,22,169,68,Los Angeles FC,5000,6800000,LB,2022,12,2019,Left,-,-
L. Merolla,Lucas Merolla,71,74,2100000,CB,CB,Argentina,27,193,85,Club Atlético Huracán,9000,3300000,CB,2023,6,2018,Left,-,-
Alberto Soro,Alberto Soro Álvarez,71,80,4200000,"RM,ST,LM",CAM,Spain,23,173,63,Granada CF,7000,7600000,SUB,2025,7,2020,Left,-,-
Jairo,Jairo Izquierdo González,71,71,1700000,"LWB,LB,LM",LWB,Spain,28,165,64,FC Cartagena,6000,2700000,SUB,2024,20,2022,Left,-,-
M. D'Alessandro,Marco D'Alessandro,71,71,1600000,"LM,RM",LM,Italy,31,173,65,AC Monza,28000,2700000,RES,2023,77,2021,Right,-,-
R. Leal,Randall Leal,71,74,2500000,"LM,RM",RM,Costa Rica,25,169,66,Nashville SC,6000,3900000,RM,2027,8,2020,Right,-,-
Róber,Roberto Suárez Pier,71,74,2100000,"CB,CDM",CB,Spain,27,182,74,Levante Unión Deportiva,8000,3500000,CB,2023,4,2019,Right,-,-
M. Müldür,Mert Müldür,71,77,2800000,RB,RB,Turkey,23,188,74,U.S. Sassuolo Calcio,15000,5300000,SUB,2024,17,2019,Right,-,-
Pedrildo Rocha,Pedro Márcio Rocha Rosa,71,71,1800000,"LW,LM",LW,Brazil,30,174,74,Sport Club Corinthians Paulista,19000,3400000,LM,2025,10,2022,Left,-,-
E. Saveljich,Esteban Saveljich,71,71,1300000,CB,CB,Montenegro,31,187,80,Rayo Vallecano,12000,2700000,SUB,2023,24,2019,Right,-,-
F. Hübner,Florian Hübner,71,71,1300000,CB,CB,Germany,31,193,83,1. FC Nürnberg,8000,2100000,SUB,2023,19,2021,Right,-,-
S. Ferreira,Sebastián Ferreira,71,78,3800000,ST,ST,Paraguay,24,180,78,Houston Dynamo,6000,6300000,ST,2025,9,2022,Right,-,-
D. Hyam,Dominic Hyam,71,74,2200000,CB,CB,Scotland,26,188,70,Blackburn Rovers,24000,4300000,CB,2025,5,2022,Right,-,-
N. Viola,Nicolas Viola,71,71,1500000,"CM,CDM",CM,Italy,32,180,77,Cagliari,4000,2400000,CM,2024,10,2022,Left,-,-
K. Dowell,Kieran Dowell,71,76,2800000,"CAM,RM",CAM,England,24,185,70,Norwich City,23000,5500000,SUB,2023,10,2020,Left,-,-
H. Mendes,Houboulang Mendes,71,74,2400000,"RB,CB",CB,France,24,184,73,Unión Deportiva Almería,13000,5500000,SUB,2026,24,2022,Right,-,-
Antonaldo Vaz,Antonaldo Luiz Vaz Stein,71,71,2000000,LB,LB,Brazil,22,174,71,Palmeiras,17000,3600000,SUB,2025,11,2022,Left,-,-
E. Insua,Emanuel Insua,71,71,1400000,"LB,LWB,LM",LB,Argentina,31,182,81,Vélez Sarsfield,9000,2100000,SUB,2023,3,2022,Left,-,-
I. Diallo,Ismaël Chester Diallo,71,74,2300000,"LB,CB",LB,Côte d'Ivoire,25,178,74,AC Ajaccio,11000,4800000,LB,2023,3,2018,Left,-,-
A. Hatem,Abdulaziz Hatem,71,71,0,"CM,CDM",CM,Qatar,31,183,76,Free agent,0,0,-,-,-,2022,Left,CM,6
L. Cavallini,Lucas Cavallini,71,71,1900000,ST,ST,Canada,29,182,89,Vancouver Whitecaps FC,7000,2900000,ST,2022,9,2020,Left,SUB,9
B. Nieuwkoop,Bart Nieuwkoop,71,72,2200000,"RM,RWB,RB",CDM,Netherlands,26,181,75,Royale Union Saint-Gilloise,11000,3500000,RM,2024,2,2021,Right,-,-
Bernardo,Bernardo Fernandes,71,72,2000000,"LB,CB",LB,Brazil,27,186,76,FC Red Bull Salzburg,16000,3200000,SUB,2024,95,2021,Left,-,-
F. Di Mariano,Francesco Di Mariano,71,72,2200000,LW,LW,Italy,26,177,68,Palermo,4000,3600000,LW,2024,10,2022,Right,-,-
Y. Benzia,Yassine Benzia,71,71,2000000,"CAM,CM",CAM,Algeria,27,179,77,Dijon FCO,6000,3500000,SUB,2023,31,2020,Right,-,-
Antonio Blanco,Antonio Blanco Conde,71,82,4200000,"CM,CDM",CM,Spain,21,176,68,Cádiz CF,51000,0,SUB,2023,36,2020,Right,-,-
M. Bauer,Maximilian Bauer,71,78,3500000,CB,CB,Germany,22,189,84,FC Augsburg,13000,7000000,CB,2027,23,2022,Right,-,-
A. Arias,Alexis Arias,71,74,2400000,"CM,CDM,CAM",CM,Peru,26,164,64,FBC Melgar,650,5500000,CDM,2024,28,2014,Right,-,-
A. Hoffmann,André Hoffmann,71,72,1700000,CB,CB,Germany,29,190,84,Fortuna Düsseldorf,15000,2800000,CB,2023,3,2017,Right,-,-
F. Troyansky,Franco Troyansky,71,76,2800000,"ST,LM",ST,Argentina,25,178,77,Club Atlético Lanús,10000,0,LM,2023,20,2018,Left,-,-
M. Olsson,Martin Olsson,71,71,700000,"LB,CB,LWB",LB,Sweden,34,180,78,Malmö FF,6000,910000,LB,2022,13,2021,Left,SUB,2
R. Boffin,Ruud Boffin,71,71,325000,GK,GK,Belgium,34,196,86,Antalyaspor,12000,650000,GK,2023,25,2017,Right,-,-
M. Wallace,Murray Wallace,71,71,1600000,"CB,LWB,LB",CB,Scotland,29,188,75,Millwall,10000,3000000,CB,2025,3,2018,Left,-,-
A. Rami,Adil Rami,71,71,325000,CB,CB,France,36,190,90,ESTAC Troyes,8000,650000,SUB,2023,23,2021,Right,-,-
Álvaro,Álvaro Fernández Llorente,71,78,3200000,GK,GK,Spain,24,186,75,RCD Espanyol de Barcelona,5000,0,SUB,2023,25,2019,Left,-,-
B. Khoukhi,Boualem Khoukhi,71,71,0,"CB,CDM",CB,Qatar,31,183,76,Free agent,0,0,-,-,-,2022,Right,CB,16
Zé Carlos,José Carlos Reis Gonçalves,71,78,3600000,RB,RWB,Portugal,23,177,72,UD Ibiza,8000,0,RB,2023,21,2020,Right,-,-
K. Behrens,Kevin Behrens,71,71,1600000,ST,ST,Germany,31,185,85,1. FC Union Berlin,20000,2900000,SUB,2023,17,2021,Right,-,-
Y. Demir,Yusuf Demir,71,82,4000000,"RW,CAM,RM",CAM,Austria,19,173,65,Galatasaray SK,23000,8400000,SUB,2026,30,2022,Left,-,-
E. Stevens,Enda Stevens,71,71,1400000,"LWB,LB",LWB,Republic of Ireland,31,183,78,Sheffield United,17000,2700000,SUB,2023,3,2017,Left,SUB,3
L. Jara,Leonardo Jara,71,71,1400000,"RB,RWB,RM",RB,Argentina,31,183,80,Vélez Sarsfield,9000,2100000,SUB,2022,29,2021,Right,-,-
D. Szymański,Damian Szymański,71,72,2100000,"CM,CDM",CM,Poland,27,185,81,AEK Athens,850,4800000,CM,2024,4,2020,Right,-,-
M. Trmal,Matous Trmal,71,81,3600000,GK,GK,Czech Republic,23,192,80,Clube Sport Marítimo,5000,0,SUB,2023,59,2020,Right,-,-
J. Bruma,Jeffrey Bruma,71,71,1500000,CB,CB,Netherlands,30,190,88,Kasimpaşa SK,9000,3000000,SUB,2023,5,2021,Right,-,-
C. Auzqui,Carlos Auzqui,71,71,1600000,"CAM,RM",RW,Argentina,31,180,72,Ferencvárosi TC,750,3500000,SUB,2024,28,2022,Right,-,-
E. Goldaniga,Edoardo Goldaniga,71,71,1600000,CB,CB,Italy,28,193,82,Cagliari,4000,2600000,CB,2024,3,2022,Right,-,-
F. Bartels,Fin Bartels,71,71,800000,"CF,RW,CAM",CAM,Germany,35,176,69,Holstein Kiel,11000,1200000,SUB,2023,31,2020,Right,-,-
Kaio Jorge,Kaio Jorge Pinto Ramos,71,82,4099999,ST,ST,Brazil,20,182,71,Juventus,41000,7800000,RES,2026,21,2021,Right,-,-
M. Bolaños,Miler Bolaños,71,71,1500000,ST,ST,Ecuador,32,172,63,Shanghai Shenhua FC,10000,2300000,ST,2022,11,2020,Right,-,-
F. Kunze,Fabian Kunze,71,76,2600000,"CDM,CM",CB,Germany,24,191,76,Hannover 96,14000,4400000,CM,2025,6,2022,Right,-,-
R. Matarrita,Ronald Matarrita,71,71,1800000,"LB,LM,LWB",LB,Costa Rica,27,175,70,FC Cincinnati,5000,2600000,RES,2022,22,2021,Left,-,-
S. Breitkreuz,Steve Breitkreuz,71,71,1500000,"CB,RB",CB,Germany,30,189,87,SSV Jahn Regensburg,9000,2300000,CB,2023,23,2021,Right,-,-
Lucas Áfrico,Lucas Henrique da Silva,71,72,1900000,CB,CB,Brazil,27,185,79,Estoril Praia,6000,4099999,CB,2023,4,2021,Left,-,-
N. Reniero,Nicolás Reniero,71,71,2000000,ST,ST,Argentina,27,183,77,Argentinos Juniors,13000,0,ST,2022,32,2019,Right,-,-
S. Hezze,Santiago Hezze,71,82,3900000,"CDM,CM",CDM,Argentina,20,182,77,Club Atlético Huracán,6000,6600000,CDM,2022,5,2020,Right,-,-
J. Elez,Josip Elez,71,72,1800000,CB,CDM,Croatia,28,189,89,Hajduk Split,700,4099999,CB,2025,19,2021,Right,-,-
Gabriel Sara,Gabriel Davi Gomes Sara,71,79,4200000,"CAM,CM",ST,Brazil,23,177,78,Norwich City,23000,8800000,SUB,2026,17,2022,Left,-,-
R. Sawyers,Romaine Sawyers,71,71,1800000,"CM,CAM,CDM",CM,Saint Kitts and Nevis,30,185,67,Cardiff City,22000,3300000,CM,2024,19,2022,Right,-,-
Jorge Miramón,Jorge Miramón,71,71,975000,"RB,RWB",RB,Spain,33,175,74,CD Leganés,8000,1600000,RB,2023,21,2022,Right,-,-
C. Arcus,Carlens Arcus,71,74,2300000,RWB,RWB,Haiti,26,176,73,Vitesse,10000,3600000,RM,2025,2,2022,Right,-,-
S. Moreo,Stefano Moreo,71,71,1900000,"ST,LW",ST,Italy,29,191,85,Brescia,4000,2900000,ST,2027,9,2022,Right,-,-
A. Partipilo,Anthony Partipilo,71,72,2200000,"CAM,ST",CAM,Italy,27,181,74,Ternana,4000,3600000,RF,2026,21,2019,Left,-,-
M. Martínez,Mauricio Martínez,71,71,1600000,"CDM,CB",CDM,Argentina,29,183,80,Racing Club,12000,2400000,SUB,2022,16,2018,Right,-,-
C. Sapong,CJ Sapong,71,71,1200000,"ST,LM",ST,United States,33,185,84,Nashville SC,6000,1800000,ST,2022,17,2021,Right,-,-
D. Benlamri,Djamel Benlamri,71,71,1200000,CB,CB,Algeria,32,190,83,Al Khaleej,9000,2000000,CB,2023,4,2022,Right,-,-
S. Strandberg,Stefan Strandberg,71,71,1300000,CB,CB,Norway,31,189,80,Vålerenga Fotball,4000,1600000,CB,2024,44,2022,Right,SUB,4
I. Doumbia,Idrissa Doumbia,71,75,2400000,"CDM,CM",CM,Côte d'Ivoire,24,187,80,Aytemiz Alanyaspor,7000,0,SUB,2023,98,2019,Right,-,-
Gonzalo Verdú,Gonzalo Caicedo Verdú,71,71,900000,CB,CB,Spain,33,185,80,Elche CF,12000,2000000,SUB,2023,5,2017,Right,-,-
M. Pisano,Matías Pisano,71,71,1800000,"RW,CAM,RM",RW,Argentina,30,166,61,Club Atlético Aldosivi,9000,2600000,RM,2022,10,2022,Left,-,-
C. Townsend,Conor Townsend,71,71,1600000,"LWB,LB,CB",LWB,England,29,183,73,West Bromwich Albion,21000,3000000,LB,2025,3,2018,Left,-,-
R. Carstensen,Rasmus Carstensen,71,81,4000000,RB,RWB,Denmark,21,183,75,KRC Genk,7000,6800000,SUB,2026,22,2022,Right,-,-
C. Ortiz,Cristian Ortiz,71,71,1800000,"CAM,CM",CAM,Argentina,29,169,70,Defensa y Justicia,11000,2700000,CM,2024,10,2021,Right,-,-
Sergio Camello,Sergio Camello Pérez,71,82,4200000,"ST,CAM",ST,Spain,21,177,69,Rayo Vallecano,23000,0,SUB,2023,34,2019,Right,-,-
M. Jevtović,Marko Jevtović,71,71,1600000,"CDM,CB,CM",CB,Serbia,28,194,82,Gazişehir Gaziantep F.K.,11000,3200000,CDM,2024,8,2022,Right,-,-
K. Galanopoulos,Konstantinos Galanopoulos,71,76,2800000,"CM,CDM",ST,Greece,24,172,72,AEK Athens,750,6400000,RES,2024,25,2015,Right,-,-
C. Jean,Corentin Jean,71,72,2200000,"ST,RW",CAM,France,26,170,70,Inter Miami CF,6000,3400000,SUB,2024,14,2022,Right,-,-
A. Abdi,Ali Abdi,71,71,1700000,LWB,LWB,Tunisia,28,180,73,Stade Malherbe Caen,6000,3000000,LWB,2026,2,2021,Left,-,-
B. Assombalonga,Britt Assombalonga,71,71,1900000,"ST,LW",ST,Congo DR,29,177,79,Adana Demirspor,16000,3800000,SUB,2024,9,2021,Right,-,-
N. Benezet,Nicolas Benezet,71,71,1600000,"LM,CAM",LM,France,31,170,60,Nîmes Olympique,5000,2800000,SUB,2023,10,2022,Right,-,-
R. Hollingshead,Ryan Hollingshead,71,71,1400000,"LB,RB,CB",LB,United States,31,185,82,Los Angeles FC,5000,2100000,RB,2022,24,2022,Right,-,-
B. Atik,Barış Atik,71,71,2000000,"LW,ST,CAM",LW,Turkey,27,170,73,1. FC Magdeburg,10000,3100000,LW,2025,23,2021,Right,-,-
C. Fuchs,Christian Fuchs,71,71,325000,"CB,LB",CB,Austria,36,187,89,Charlotte FC,4000,471000,LB,2022,22,2021,Left,-,-
C. Stengs,Calvin Stengs,71,78,3800000,"RW,RM,CAM",CAM,Netherlands,23,187,68,Royal Antwerp FC,23000,0,SUB,2023,14,2021,Left,-,-
E. Aguilar,Elías Aguilar,71,71,1800000,"RW,CM,ST",CAM,Costa Rica,30,174,75,Incheon United FC,5000,2300000,CM,2022,10,2021,Left,-,-
J. Ekkelenkamp,Jurgen Ekkelenkamp,71,78,3800000,"CAM,CM",CAM,Netherlands,22,188,83,Royal Antwerp FC,12000,6500000,CM,2026,24,2022,Right,-,-
G. Makouta,Gaius Makouta,71,76,2800000,"CM,CAM",CM,Congo,24,180,75,Boavista FC,9000,6100000,CM,2024,42,2021,Right,-,-
F. Frei,Fabian Frei,71,71,900000,"CB,CDM",CDM,Switzerland,33,183,80,FC Basel 1893,12000,1400000,CDM,2024,20,2018,Right,-,-
A. Mosquera,Andrés Mosquera,71,71,1200000,GK,GK,Colombia,30,185,85,Independiente Medellín,2000,1700000,GK,2024,1,2017,Left,-,-
K. Bartley,Kyle Bartley,71,71,1300000,CB,CB,England,31,194,94,West Bromwich Albion,20000,2500000,SUB,2023,5,2018,Right,-,-
Dinei Peixo,Luis Claudinei Peixoto Álvares,71,71,2000000,"RW,RM",RW,Brazil,26,167,66,Sport Club Corinthians Paulista,19000,3800000,SUB,2025,15,2022,Right,-,-
S. Twine,Scott Twine,71,78,3800000,LW,CAM,England,22,174,69,Burnley,25000,8000000,SUB,2026,11,2022,Right,-,-
M. Núñez,Marcelino Núñez,71,80,4200000,"CM,CAM",CM,Chile,22,173,70,Norwich City,23000,8800000,CM,2026,26,2022,Right,-,-
M. Santos,Michael Santos,71,71,1900000,ST,ST,Uruguay,29,176,73,Club Atlético Talleres,12000,2900000,SUB,2023,9,2021,Right,-,-
A. Carroll,Andy Carroll,71,71,1200000,ST,ST,England,33,193,79,Reading,15000,2300000,SUB,2023,2,2022,Left,-,-
S. Horvath,Sascha Horvath,71,74,2500000,"CAM,RM,LM",CAM,Austria,25,168,60,LASK Linz,16000,3900000,SUB,2024,30,2021,Right,-,-
K. Agudelo,Kevin Agudelo,71,77,3000000,"RW,CAM",LM,Colombia,23,178,70,Spezia,11000,6000000,SUB,2026,33,2022,Left,-,-
Y. Mallı,Yunus Mallı,71,71,1800000,"CAM,LW,CM",CAM,Turkey,30,179,72,Kasimpaşa SK,10000,3600000,SUB,2023,11,2022,Right,-,-
B. Whiteman,Ben Whiteman,71,74,2400000,"CM,CDM",CM,England,26,185,68,Preston North End,22000,4700000,CDM,2024,4,2021,Right,-,-
A. Ivan,Andrei Ivan,71,74,2500000,"LM,ST",RM,Romania,25,189,81,Universitatea Craiova,10000,3600000,LF,2023,9,2019,Right,SUB,11
M. Ricci,Matteo Ricci,71,71,1900000,"CM,CDM",CM,Italy,28,176,68,Fatih Karagümrük S.K.,3000,0,SUB,2023,8,2021,Right,-,-
L. Reis,Ludovit Reis,71,78,3800000,"CM,CDM",CM,Netherlands,22,178,78,Hamburger SV,9000,6800000,CM,2025,14,2021,Right,-,-
Ó. Cardozo,Óscar Cardozo,71,71,650000,ST,ST,Paraguay,39,193,87,Club Libertad,500,1400000,SUB,2023,7,2017,Left,-,-
Gerso,Gerso Fernandes,71,71,1600000,"LW,RW",LW,Guinea Bissau,31,173,64,Jeju United FC,7000,2000000,LW,2026,11,2021,Left,-,-
